ISO,ShutterSpeedValue,ApertureValue,Flash,ExposureCompensation,LensType,FocalLength,MaxAperture,Professional,Version,AutofocusType,Hue_Mean,Hue_StdDev,Hue_Skewness,Hue_Kurtosis,Hue_Median,Hue_25th_Percentile,Hue_75th_Percentile,Saturation_Mean,Saturation_StdDev,Saturation_Skewness,Saturation_Kurtosis,Saturation_Median,Saturation_25th_Percentile,Saturation_75th_Percentile,Value_Mean,Value_StdDev,Value_Skewness,Value_Kurtosis,Value_Median,Value_25th_Percentile,Value_75th_Percentile
320,0.002,2.0,No Flash,0,RF,50,1.8,No,0,STM,171.0,660.5959430695892,6.58527986471666,48.19533939788558,2.0,0.0,46.5,171.0,390.17004506048386,4.9062053103188195,28.993848670296906,48.5,11.0,148.5,171.0,194.87902898336702,1.0924958396632802,0.5120656064740188,67.0,28.0,351.75
400,0.005,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,422.6611748788857,7.398641721381329,70.71265789348642,53.0,12.0,155.25,171.0,327.8096818277337,8.193647734353744,93.772694165639,60.5,14.75,273.75,171.0,204.7339355724888,3.0171199123979093,8.848809922248769,103.0,82.0,153.75
400,0.003125,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,443.320760708316,6.147867470032514,43.500063223421925,67.0,18.0,141.25,171.0,206.87550981810293,1.318727732478735,0.9732451294295474,73.0,12.0,302.0,171.0,213.25637446510245,10.395079223365267,135.31934517481136,128.0,101.0,158.25
400,0.003125,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,716.063686500719,6.254326949983474,42.22776064259568,4.0,0.0,43.0,171.0,353.722680040452,3.646047037454043,17.78944532596004,20.0,6.0,182.0,171.0,197.87675694103135,2.107900624277383,5.662308880458383,114.0,16.0,224.25
250,0.000125,3.2,No Flash,-4/3,RF,50,1.8,No,0,STM,171.0,333.1860403738428,2.292448005018233,4.657107646748886,8.5,0.0,124.0,171.0,229.4950128815439,7.401317429329898,81.2634609550412,123.0,52.5,225.25,171.0,196.0946040818054,1.2383537601841719,1.5081836851985102,136.5,2.75,296.25
100,0.001,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,613.8386201295093,5.995051222346037,43.116092837750855,7.0,0.0,51.25,171.0,278.10037812361924,2.0218711736922046,3.435213945492273,30.0,1.0,215.25,171.0,168.09548997519238,1.7560603960616696,3.773575198619188,102.5,49.0,248.25
400,0.16666666666666666,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,755.6134304325195,11.118933695700317,143.17943976644915,6.0,1.0,73.25,171.0,750.3606268405213,10.83970092794325,118.71846208227733,76.5,39.0,144.5,171.0,436.031150335042,8.294249453471723,87.7509693064823,75.5,56.0,102.0
160,0.005,1.8,No Flash,0,RF,50,1.8,No,0,STM,171.0,394.57733517968313,4.641932047709687,28.278585090333447,23.5,1.0,148.25,171.0,227.5655125452888,2.846791588805114,8.886482262832015,94.0,57.75,142.25,171.0,150.32220602758596,0.7742966688122123,-0.9167278190817889,107.5,45.75,318.75
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,429.33162080727294,7.843668323418538,84.02417026893522,33.5,7.0,176.25,171.0,299.5439632800167,4.834255498492558,32.38067821260917,62.0,17.0,200.5,171.0,203.9366093299582,5.441361142574649,42.227786829148016,176.0,40.5,225.25
400,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,479.21701275361664,5.32768678917479,32.32439900162821,33.5,6.0,104.5,171.0,344.409526399895,6.637162560331029,55.102847340113236,72.0,17.75,228.75,171.0,258.18461781252574,3.2835270769424483,11.341285940637356,85.0,29.75,187.25
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,392.0932107771059,5.256104358002561,35.96235834528544,39.0,6.0,162.25,171.0,284.6383807790158,9.270405068530245,111.08866187374848,133.0,36.75,232.25,171.0,195.66664892106678,1.6912943242791088,3.8842112159539566,80.5,22.75,296.75
250,0.003125,1.8,No Flash,0,RF,50,1.8,No,0,STM,171.0,323.2671229996951,3.1609263720383587,11.816964695193379,15.0,0.0,214.0,171.0,175.10748931013774,2.875048835239697,13.611814855900892,129.0,71.75,213.5,171.0,164.39396278452563,3.706647293037887,26.659492315990185,180.0,41.0,234.25
250,0.0005,1.8,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,702.0512301018352,6.736514814599253,51.61711136459179,10.5,1.0,40.25,171.0,484.06419867358505,11.394175416338166,155.07314205292678,57.0,4.0,207.25,171.0,405.62385400454446,2.525901981525471,5.192659651149544,9.0,5.75,23.5
320,0.0002,2.8,No Flash,0,RF,50,1.8,No,0,STM,171.0,617.5578287699055,5.713577239009781,35.93898404018134,4.0,0.0,62.75,171.0,233.05055781954266,2.09319096795627,5.759073908764869,76.0,5.0,253.0,171.0,224.72382355905214,1.818979884318754,3.186177514374898,77.0,10.0,234.0
800,0.005,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,635.2646963077674,5.942702638635551,37.76207542262995,6.5,0.0,45.0,171.0,349.13586404507345,2.2161648385253567,4.219324550653762,4.0,0.0,48.75,171.0,199.72179869758835,1.9429522329258624,3.6522743912727282,90.5,28.75,224.0
160,0.002,1.8,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,659.4777881968429,6.711443987374651,50.340605811025426,3.5,0.0,57.0,171.0,675.0097742347884,5.827524145911708,37.475186439535236,6.0,1.0,46.25,171.0,283.7040023290119,1.7588263499334673,1.7068872994938937,25.0,6.75,160.25
160,0.005,1.8,No Flash,0,RF,50,1.8,No,0,STM,171.0,416.66742395764516,4.595904542675708,25.159003202878527,9.0,0.0,135.5,171.0,216.55850465289976,4.0933690731302725,28.44090541655175,99.0,62.75,149.75,171.0,145.4321684669523,0.6232083771820002,-1.1734201110128681,103.5,37.0,322.25
160,0.002,1.8,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,580.2787719062278,4.936078733179568,27.530925509148812,0.0,0.0,7.0,171.0,682.6274835149842,5.545471853542895,34.52064278094759,0.0,0.0,0.0,171.0,351.0171826278594,2.718645899245531,7.9601022777300265,6.0,0.0,101.75
125,0.003125,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,325.9914085332618,3.9123325488202085,19.123140226344727,44.0,10.0,183.25,171.0,181.32795737282214,3.534615264297776,19.927735633121802,137.0,51.5,227.0,171.0,196.472326295588,2.6094182592324557,6.575793519650631,106.0,77.0,154.75
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,313.8302063815719,4.118401228352745,24.21770330234813,41.0,8.0,213.25,171.0,202.8568422250036,1.1521017379751277,0.04020426676697353,72.5,16.0,277.25,171.0,78.75277772878871,0.3278477765973493,1.1044129804515581,180.0,120.0,216.0
100,0.0015625,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,483.7380489479818,5.369827023245558,36.08987197775654,21.5,1.0,111.5,171.0,319.3437973994485,8.392493736549055,99.70339053595775,80.0,14.75,209.25,171.0,159.66170290648913,4.214155169643843,20.43693314887158,150.5,114.75,172.25
400,0.002,1.6,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,300.85001973574805,4.143406877804145,22.487500012509113,65.5,14.75,202.0,171.0,244.49992011757385,7.7608246253848705,81.4516783814774,122.0,68.75,212.25,171.0,192.41759599891066,1.5531696184933024,2.4032335628788077,71.5,26.0,318.25
100,0.004,1.4,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,728.7560570074187,9.633283741643117,103.5423913932787,9.5,1.0,108.5,171.0,154.7187973389142,1.0329239242544759,1.2705470793696954,148.0,32.5,277.25,171.0,84.52606846411348,-0.144640039652276,-0.8523679215637223,175.0,87.0,240.25
160,0.125,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,807.3197699409448,10.16224669571194,121.79532006381362,8.5,0.0,55.25,171.0,716.2142334001747,10.862769906931275,121.1193581322413,88.5,21.0,151.25,171.0,563.8995644172817,11.472369221789563,153.29220807292998,68.0,56.0,120.75
250,0.002,1.6,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,465.49509093813225,6.231937034108353,56.1331307952806,7.0,0.75,89.0,171.0,371.4738172132728,9.122684548459148,95.05328798756551,101.0,46.75,200.0,171.0,198.09218971226503,6.723838961261721,58.27033563494013,149.0,67.5,213.0
5000,0.00625,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,678.0419592012724,6.406248347839271,45.31887325202793,4.0,1.0,43.25,171.0,410.88225389094134,13.21017004767301,194.43150643949184,118.0,35.5,187.0,171.0,131.899405324664,0.7349713372990572,0.7661703340781849,172.5,36.75,266.5
800,0.003125,1.6,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,543.9685121286893,4.902909608633908,26.930080665220334,11.5,1.0,66.0,171.0,335.35007361710836,2.30094287068811,4.713024251551569,7.5,1.0,131.0,171.0,112.97901492091353,1.0250649797087013,2.7040867796643964,153.5,67.0,251.0
