ISO,ShutterSpeedValue,ApertureValue,Flash,ExposureCompensation,LensType,FocalLength,MaxAperture,Professional,Version,AutofocusType,Hue_Mean,Hue_StdDev,Hue_Skewness,Hue_Kurtosis,Hue_Median,Hue_25th_Percentile,Hue_75th_Percentile,Saturation_Mean,Saturation_StdDev,Saturation_Skewness,Saturation_Kurtosis,Saturation_Median,Saturation_25th_Percentile,Saturation_75th_Percentile,Value_Mean,Value_StdDev,Value_Skewness,Value_Kurtosis,Value_Median,Value_25th_Percentile,Value_75th_Percentile
125,0.0025,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,395.1444850462929,6.230182483311123,52.69790757478165,36.5,8.0,175.75,171.0,228.44747755228116,5.0597215067692485,38.92244867527084,131.0,29.0,213.5,171.0,257.4586435235764,3.4305476375095076,11.862636622487916,109.0,49.25,164.25
400,0.16666666666666666,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,875.5181233846619,10.689667620881881,125.31497410141861,4.0,0.0,53.5,171.0,855.1783805148491,10.678969569168908,117.36042177566884,48.0,13.0,115.0,171.0,522.592396136798,5.719268142316261,35.03534624825432,52.0,37.0,77.0
100,0.002,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,493.28231014298495,4.96222152311251,28.201795190693623,10.5,0.0,97.75,171.0,386.48972132192597,3.57275379903627,13.731497079231307,29.5,3.0,112.5,171.0,167.80033708249815,2.3912097634987917,9.204972090839762,93.0,54.0,283.25
200,0.002,1.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,694.378470963422,9.7573705299688,113.0178911967944,25.0,2.0,110.25,171.0,456.1195275774761,7.302114455326888,62.435871247983314,77.5,5.0,183.25,171.0,109.07365630618605,0.22808213244314857,-0.7256693262782261,155.5,97.75,254.0
2000,0.0015625,2.2,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,531.4058006834325,5.333237594376857,32.48685753703202,7.5,0.0,80.75,171.0,409.55076379491715,5.195208755791198,31.125485165593147,73.0,53.0,95.0,171.0,135.03749479311293,1.1849592418229247,1.178293988303829,134.0,65.0,243.0
400,0.0025,1.6,"Off, Did not fire",0,EF,85,1.2,L,2,USM,171.0,492.3756822792937,6.026203976196498,44.01414529579039,24.5,4.0,111.5,171.0,284.8081042561816,4.61980230833287,32.07996159707232,73.0,13.0,230.25,171.0,285.7720354583352,2.6909959803194274,6.99356961340577,48.5,9.0,197.25
125,0.0025,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,281.23508293774444,3.351413303537708,15.383730039419717,58.0,10.75,218.5,171.0,163.0200812016728,2.327831237438813,10.36054109255881,142.0,49.75,241.0,171.0,130.59942931536875,1.4887543826926346,2.435400940793257,152.5,82.75,196.25
320,0.000625,2.0,No Flash,0,RF,50,1.8,No,0,STM,171.0,787.2743575542772,6.144117064523668,41.01058960882652,4.0,0.0,16.0,171.0,302.70466991359746,2.742127220491504,7.9941369758182095,50.5,2.0,176.25,171.0,364.2974939009326,6.356773813395774,51.11158527329469,66.5,22.5,161.25
400,0.005,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,470.7730759745081,5.3359972391287345,33.83320408085824,26.5,2.75,113.25,171.0,310.12585650828925,4.919679627124003,31.49266813375111,77.0,14.75,230.25,171.0,292.59456270580284,3.243453236434886,9.80244984772197,77.0,56.0,98.0
100,0.00025,2.2,No Flash,0,RF,50,1.8,No,0,STM,171.0,495.25069409340557,5.060954635465493,31.07722341171172,9.0,0.0,63.75,171.0,140.29455620229888,0.49828266366909546,-0.5395739221529321,177.0,23.5,264.0,171.0,142.2451668774725,1.149200837774109,1.3210436683787705,171.0,46.75,216.0
160,0.125,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,1074.0426405641444,11.370057102420361,146.70370036638025,1.0,0.0,21.0,171.0,1090.1702597817002,11.203612818954749,129.26626176881118,30.5,16.0,57.25,171.0,747.9648847038209,8.64170664128064,93.22434952281897,20.0,14.0,29.0
400,0.06666666666666667,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,716.6887345197356,11.457501107235627,153.69663480234277,5.0,0.0,82.25,171.0,693.3498846181486,11.083247934408096,126.1690655127993,86.0,31.75,152.75,171.0,351.82961519036456,7.064449830990402,64.22674771837815,88.5,68.0,119.25
100,0.0002,2.2,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,337.3617193569834,3.242383886709182,12.342538374720366,30.0,3.0,181.0,171.0,177.39803409282754,3.6641280869092614,17.60120159041166,132.5,81.75,194.25,171.0,180.18395548022582,1.2176617354942239,0.8292735192217875,66.5,29.0,285.5
400,0.16666666666666666,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,544.8465738742422,5.458901036405224,37.840835621494904,3.0,0.0,80.5,171.0,459.51313399346924,11.234008419414286,133.42733460538795,116.0,84.0,158.0,171.0,242.0426421624917,4.374591576543277,23.248448640038088,93.0,66.75,212.25
400,0.06666666666666667,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,661.1991001203797,10.40227247713312,133.20427363708023,5.0,0.0,58.25,171.0,581.9996576996416,10.693572478536082,117.60432861242232,101.5,58.75,147.0,171.0,307.56032182727995,9.325410358839648,107.10809504626876,115.5,99.0,144.0
2500,0.00625,2.0,"On, Fired",0,EF,35,1.4,L,2,USM,171.0,634.1557995674249,7.536019478483417,67.40526809202984,10.5,1.0,78.0,171.0,544.7870498529678,9.893611172035186,116.49331606770275,65.0,33.0,127.5,171.0,426.03885899645354,4.726636348885743,24.518549222508245,52.5,41.0,82.25
200,0.0025,1.6,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,416.25946873614777,4.375425009784129,23.386764273733114,12.5,1.0,113.5,171.0,303.56112955218754,10.067458787637632,127.01040503527477,109.5,56.0,217.25,171.0,325.2037822658279,2.5465635827569764,5.829860455293833,18.5,12.0,179.25
1250,0.0004,1.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,379.9359835057743,3.4086830919577698,15.117042413967845,6.5,0.0,139.5,171.0,217.01342844395597,4.174727387887397,27.491667280956253,95.5,38.75,237.0,171.0,125.2687423601754,0.8836271530967348,-0.033189864578874406,133.0,108.0,232.0
400,0.004,2.5,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,309.42787426959455,3.737969399178779,18.72338168131861,43.0,9.75,188.0,171.0,267.8258091792126,2.7263066178735462,12.684060430830144,31.0,0.0,239.5,171.0,107.50686751319657,1.3211790856764074,4.9976365650531465,154.5,84.0,237.25
1250,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,523.2524113059585,5.234574682753114,32.398233851979285,3.0,0.0,49.0,171.0,359.3737282586194,6.645891970975853,55.90280412592471,93.0,39.5,156.5,171.0,248.36930667858297,7.5076455227692405,76.40322529296822,142.5,59.0,212.25
640,0.125,8.0,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,569.9146112028537,4.917659789582805,26.089768571763173,6.0,1.0,48.0,171.0,405.45389303224107,12.433227358423995,174.2482506820164,106.5,72.75,160.25,171.0,271.0751020243283,2.448415108027488,6.056601461825254,50.0,29.0,141.25
250,0.005,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,464.38998966386,5.225828414569695,31.82592783027198,25.0,2.0,109.0,171.0,336.17229585437286,2.761765563174256,7.456933989760614,38.5,5.0,96.25,171.0,217.9525464407333,1.7098612088310032,2.170940668217791,72.0,28.0,245.75
320,0.0005,2.0,No Flash,0,RF,50,1.8,No,0,STM,171.0,489.5118263382408,5.4900291887409445,40.36672952165973,11.5,0.0,94.0,171.0,254.74608988657707,3.259786954122588,17.56497624582018,53.5,3.0,251.0,171.0,187.29686913427037,3.366701392163498,15.292087829014207,141.5,49.75,217.0
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,456.53236125711834,7.428279430733789,66.94270773685142,32.0,6.0,148.25,171.0,274.58334914011084,4.881731949021362,38.757222432134206,66.5,12.75,246.25,171.0,224.21564675552864,4.349243578386945,23.778727789725455,132.0,41.75,211.75
400,0.00625,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,212.35103234385275,2.8911686881775687,11.032083020326333,97.0,48.0,214.25,171.0,175.94093025075205,3.3686529887464336,25.11581285349839,118.0,37.5,280.25,171.0,111.12148475879901,1.8381094823460562,12.361147711589172,161.5,76.25,252.5
160,0.002,1.8,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,559.6042616773929,4.625235467079548,21.961006204946635,5.0,0.0,45.0,171.0,723.3212622600694,9.601939678572155,115.00425397604718,6.0,1.0,19.0,171.0,279.1083738890684,3.0544418538807534,9.730155781436489,61.0,30.75,190.0
400,0.16666666666666666,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,644.5466066352378,9.594805203152278,113.77720587349285,5.0,1.0,70.25,171.0,587.2631570471623,10.598231802238006,115.69434773656025,96.5,45.75,155.5,171.0,305.73623998064085,3.7027081573262572,15.330198047934132,71.5,55.75,104.0
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,457.92612497814537,8.746590643009148,88.73325679523397,68.5,12.0,182.5,171.0,267.2445041530321,4.305336056442613,24.307286490466534,86.5,22.0,215.0,171.0,223.9498060392105,3.7321028904158973,15.865244875092927,149.5,35.0,207.0
400,0.003125,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,381.45330644785344,4.072888287729259,18.442502932339607,35.0,7.75,151.5,171.0,189.7538290127501,2.090158918884829,7.475198829934065,115.0,21.0,262.25,171.0,130.1065969215243,2.2335392870615105,4.875458971368546,121.5,94.0,177.0
400,0.002,1.6,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,428.71985134525784,4.464431270686283,21.86557379848262,30.0,4.0,131.0,171.0,253.48289513298525,3.6258699293056442,20.02748580782968,84.5,9.0,239.75,171.0,185.21292645223227,1.414395961474432,3.1227175336431445,143.0,15.0,278.25
1250,0.000625,1.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,322.0872964935128,3.024159363540085,10.402934944370207,26.5,4.0,195.5,171.0,239.92813051516072,3.7879268903955325,18.874696932757182,85.0,46.0,212.0,171.0,90.20384900324376,-0.08098444215248331,-0.4261196668582796,183.0,111.25,233.0
250,0.005,1.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,539.351375496531,5.439972482052149,37.01330749126482,3.0,0.0,56.5,171.0,377.0674363592009,6.2959076898114175,62.466113764159516,19.0,2.75,176.5,171.0,226.19246506017834,3.011537245089113,12.436086231594667,82.5,40.0,267.25
1000,0.003125,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,419.9395138737244,3.723648377323301,15.741374303066479,5.0,0.0,83.75,171.0,167.04590967006644,0.9498256625308966,-0.0023396632806931272,110.0,29.75,317.25,171.0,162.127385294712,0.41048607611104965,-1.0303808848375722,171.5,1.0,302.0
160,0.004,1.8,No Flash,0,RF,50,1.8,No,0,STM,171.0,402.59305989423115,4.431070221440386,24.37309547474478,17.5,1.0,133.25,171.0,199.00027481136803,5.985451475497188,56.666026297164095,115.0,70.0,212.25,171.0,181.753438757015,1.2535054405945187,0.1674253195391069,85.5,39.75,280.75
400,0.00625,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,290.13910995417353,3.6533379400625634,16.516907417269415,65.0,12.0,203.0,171.0,228.02501233417354,9.116189454816416,114.31965728810161,111.0,60.0,248.0,171.0,148.65819120553027,1.044624928575595,0.1682656025239666,119.0,69.75,263.75
6400,0.00625,1.4,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,458.34125182553663,5.1551281830154005,36.424937991561606,5.0,0.0,80.25,171.0,565.7873661986454,13.78198934525104,204.5460132485854,89.0,47.0,165.0,171.0,295.7834934542494,3.2946074296813177,10.76431121014272,92.0,35.75,120.75
400,0.003125,1.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,330.49286111805804,4.404806762716531,23.80320632628586,67.0,20.75,161.5,171.0,294.3014637450857,7.428145397848913,74.70970974617343,103.0,39.0,204.75,171.0,247.28202206691049,2.54156898693234,6.919625064842961,77.5,14.0,218.5
1250,0.005,2.2,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,378.68250223637216,3.316608321889547,12.289866514860387,5.0,0.0,146.75,171.0,293.3402727635604,4.8961301560479225,33.08819606517654,97.0,19.0,194.0,171.0,88.45412829540518,3.0898518187314115,16.57134228051067,157.5,115.5,198.25
200,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,466.3186862945769,4.735382403436407,28.085654586692616,6.5,0.0,68.25,171.0,332.85039103552214,3.4604677910990858,16.146817002682894,57.5,3.0,122.0,171.0,109.2099826595536,1.9692628335867421,6.483580398446417,156.0,100.0,215.25
400,0.002,1.6,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,390.330709142901,6.612032034605567,60.15769523819008,49.5,12.0,173.5,171.0,314.91371586118635,6.003617108817886,49.484517748597845,56.0,16.0,236.25,171.0,216.5200264987052,3.6730472554428375,15.453329413879349,116.0,82.75,178.25
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,451.104261437974,8.27075713225088,84.5803101426547,48.5,10.75,175.25,171.0,262.34237827217316,3.3622227033788117,15.366409043629911,54.0,14.0,239.75,171.0,204.49012430310663,4.013223955902096,19.529096465069202,166.5,43.75,204.5
400,0.0015625,1.6,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,555.2326440893943,4.876851313516439,26.063591609514567,11.0,1.0,62.0,171.0,273.28706576144435,7.267812840156535,78.90812370749914,104.0,10.0,252.75,171.0,195.87396298385346,2.1926980112068737,6.444056539321888,87.0,54.75,218.25
400,0.00625,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,301.26137167333616,2.9664702289344427,9.544209111877429,54.5,12.0,178.25,171.0,197.61051101219286,1.3239712404464927,1.5593793714449982,73.5,14.75,316.25,171.0,140.36445307662478,0.8714157890983594,0.7733553949266057,186.5,34.25,253.0
100,0.00125,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,564.9857990471972,4.772586769559805,23.914616976565885,4.0,0.0,43.0,171.0,266.0034509879524,2.196694343518657,6.723832998056434,20.5,1.0,309.25,171.0,196.42878003235677,3.819301331897898,16.7356448593512,115.5,77.0,179.5
400,0.004,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,554.8174882900682,6.361242202491036,45.0552058031858,28.0,4.0,102.5,171.0,210.22478668677488,2.102936372460068,5.611734808834486,99.0,29.0,192.75,171.0,125.02037333970812,1.0440452122845973,1.7739860372315848,167.5,44.0,238.0
250,0.0025,2.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,539.9921874434851,6.916762775455105,64.17966587966593,0.5,0.0,67.5,171.0,324.19490424357383,3.950603627960482,21.051881439515533,60.5,3.0,176.5,171.0,146.18093989128678,2.2170326208450666,6.110200738674873,105.5,81.75,217.75
400,0.0025,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,448.1254358435816,7.760119371967269,72.63871699835178,59.0,11.75,153.75,171.0,430.3774596938134,10.228166702490316,125.65196544396383,86.0,22.0,199.0,171.0,299.911809954193,5.195669053749617,36.35194900595461,70.5,27.0,190.5
200,0.003125,1.6,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,431.62244786387095,6.973211235779768,66.52658772816221,40.0,8.0,150.25,171.0,335.65020855050875,9.624667253875396,123.91270706840744,67.5,10.0,269.5,171.0,171.88861309726133,3.6689046249760358,20.97793127827322,125.5,79.75,168.75
125,0.00625,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,558.6801829982875,5.957119246171118,40.740527005715684,8.0,1.0,81.0,171.0,387.314562484423,2.4696740450519554,4.8093939299135755,13.5,2.0,52.25,171.0,154.97141873584303,0.9821619533495703,0.12025236650560611,89.0,45.0,271.0
250,0.003125,2.5,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,597.3268577587986,5.802425726879953,39.936513147002096,1.0,0.0,15.0,171.0,425.0677979011113,6.868636473668127,62.28385495722746,14.0,0.0,223.75,171.0,240.204112423164,7.990249854139435,88.08091057341322,111.5,79.75,168.75
2500,0.00625,2.0,"On, Fired",0,EF,35,1.4,L,2,USM,171.0,582.3208952115663,6.676161266594054,55.66212315685076,7.0,1.0,68.75,171.0,458.3263370678146,9.370242210315535,103.6694106279248,83.0,58.75,128.25,171.0,356.4731647508687,4.533632872513355,22.432969525002093,64.0,45.0,119.25
400,0.003125,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,432.56859102054557,6.437238371354771,49.91780613541946,64.0,23.75,141.25,171.0,193.75975781879993,2.474707941194067,13.488086332661062,93.5,26.75,299.5,171.0,159.38083322658343,10.618358542690334,141.58384418845293,143.0,111.0,179.5
400,0.002,1.6,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,377.35433861955266,6.289407557468779,55.440663285356464,47.5,7.75,200.5,171.0,401.99681279831066,9.225982363123968,102.11670278247024,91.0,44.0,168.5,171.0,297.96928585426383,2.9799924363488923,9.05481659621085,54.0,23.0,186.0
400,0.0025,1.6,"Off, Did not fire",0,EF,85,1.2,L,2,USM,171.0,496.27108739830896,7.652062725934459,72.58001408482427,49.5,14.0,144.25,171.0,320.7158618816662,6.117098023770958,49.41596650697046,74.0,24.75,208.0,171.0,270.409166241642,2.776675987714456,7.205013306167318,64.0,32.75,214.75
320,0.000625,2.0,No Flash,0,RF,50,1.8,No,0,STM,171.0,595.398113922525,4.558000351343602,22.11266900673897,3.0,0.0,27.25,171.0,294.716640923956,3.4748768644553825,17.40171136266025,25.5,3.0,246.25,171.0,259.4231732372804,6.756671903086907,56.101097939838255,132.0,51.0,220.0
400,0.0015625,1.6,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,654.437520891032,8.574498045795245,86.60422253195242,22.5,5.0,86.75,171.0,570.729248418197,10.691602996925228,125.12865953241487,96.0,27.0,161.25,171.0,310.33671229811017,3.947332745915626,18.499676176635816,26.5,13.0,246.25
400,0.06666666666666667,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,492.59912549404714,4.63979711046394,25.86254894424753,5.0,1.0,45.75,171.0,448.86758556950844,11.469568006331281,149.7832165019196,96.0,63.0,158.5,171.0,264.81880597872953,4.229045182181097,21.751723605866434,92.0,79.0,113.25
400,0.002,1.6,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,459.32208878955515,5.226495479026576,31.138340603319683,32.0,3.0,133.25,171.0,312.72103433011983,4.568328080287674,29.3133175756778,46.5,7.0,245.25,171.0,253.54084668451353,3.47104775542301,12.391631252725569,100.0,79.75,127.0
1250,0.003125,1.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,544.3147928818397,5.384869068900649,36.41512148866209,0.0,0.0,71.75,171.0,249.50139340793268,2.238516860223446,5.48175541228856,75.0,5.75,236.0,171.0,134.59917347443113,1.8291787353920248,3.052016088705794,122.5,98.75,191.25
250,0.002,1.8,No Flash,0,RF,50,1.8,No,0,STM,171.0,335.4494885597532,3.9862504861192325,20.647122010168502,41.5,9.0,174.25,171.0,234.42564452828108,2.0469328850881974,7.503151597792453,37.0,4.0,291.0,171.0,137.3096125094671,3.0687943092566927,14.511281432244182,130.0,90.0,176.25
1250,0.002,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,608.8330410506644,6.413257925924612,46.39717075112196,14.0,1.0,78.0,171.0,398.6644500704822,3.5414349363752966,13.112496820493664,21.0,5.0,113.0,171.0,199.44083944242715,1.4407129458264183,0.8225539752986482,87.5,33.0,215.75
1600,0.004,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,611.2153747861714,5.445937256013029,34.1068730125546,2.0,0.0,27.25,171.0,262.4610983079207,2.0446621782396317,4.216130103952649,33.0,3.0,281.75,171.0,154.70862229526833,0.9142401883835627,0.2423673653879974,139.0,40.25,261.0
320,0.001,2.0,No Flash,0,RF,50,1.8,No,0,STM,171.0,598.4419875810854,5.90833360740914,42.35389627509198,5.0,0.0,58.75,171.0,296.4492736961924,2.821178775991099,9.64687516318119,20.5,2.0,218.25,171.0,270.59205919612646,4.019019686037471,19.144235291750952,86.0,44.0,177.0
5000,0.01,1.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,571.5611365484011,6.798023334238317,55.51647441219772,3.0,0.0,43.5,171.0,393.1726819255122,12.49690421561452,179.82068851457393,100.0,39.0,191.75,171.0,162.56311274394324,0.9695620044707765,0.8934301008317345,154.0,19.0,276.5
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,358.406510212217,4.796351584667318,29.707419125675067,38.0,4.0,176.0,171.0,226.096529440414,3.1992788672712997,17.571254402622923,71.5,28.75,288.5,171.0,152.81371420785504,2.844182883286127,14.799265477516272,190.5,55.75,234.0
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,453.9944245252358,8.203456349439124,83.89836096003893,34.0,6.0,179.25,171.0,292.53982100732884,5.087785302770653,33.15966163286246,77.0,24.75,222.5,171.0,244.6041764259147,5.007369696529488,34.59246868324817,121.0,34.75,200.5
100,0.0015625,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,368.0118565515247,3.5012961058765018,15.593971065432264,9.0,0.0,140.5,171.0,210.72898026849558,2.113479046144167,7.199778672548833,76.5,11.0,294.25,171.0,171.16108549404564,1.634974409186386,3.2052804268115214,72.0,50.75,258.5
400,0.004,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,526.7542788744103,5.189155738626544,30.386943259971495,21.5,4.0,75.5,171.0,339.87543674116847,11.578549921866017,161.69003952318738,109.0,43.0,210.0,171.0,156.7544606622089,0.9531981258429689,0.2123805475039,100.5,30.0,286.75
100,0.002,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,526.8958180940517,6.593229189040524,52.50646459138817,12.5,0.0,122.25,171.0,343.12352003323815,3.2674178800867333,12.382492174837319,35.5,3.0,131.0,171.0,154.49668786902845,1.3915521291171988,1.661356249778252,84.0,58.0,295.5
400,0.06666666666666667,7.1,"On, Fired",0,EF,24,1.4,L,2,USM,171.0,595.2717210442639,6.3693079621387225,53.545682760573825,3.0,0.0,27.0,171.0,538.2037181100666,11.164463038078376,132.0856505737211,107.0,70.0,146.5,171.0,312.4233781065367,6.288053874340798,54.66279147346466,76.0,61.0,96.25
160,0.005,1.8,No Flash,0,RF,50,1.8,No,0,STM,171.0,316.4049768492904,3.523219280861886,15.162074812477819,46.5,7.75,184.75,171.0,181.05189604779068,1.5502724118736428,1.6129679924993034,107.5,42.0,205.5,171.0,90.23710087874056,1.472846325826255,8.009401474236675,145.0,100.0,241.25
125,0.003125,2.0,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,250.97687268949704,2.923906338716546,10.736268695436937,74.0,15.0,222.5,171.0,229.54484515558175,10.060008704679486,128.7682612181366,146.5,79.75,209.25,171.0,185.07608232832249,1.503689359439496,1.3385261605497751,98.0,42.0,234.25
125,0.003125,2.2,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,232.23376894306307,2.0128121544585125,4.011112847776678,67.5,14.0,226.0,171.0,188.4146026718736,3.861094386570901,30.560077457121757,127.5,33.75,260.75,171.0,134.9482829179386,0.7022920953658649,0.19258597315075043,171.5,50.75,250.25
320,0.0008,2.0,No Flash,0,RF,50,1.8,No,0,STM,171.0,644.6364830759271,5.8170495671287785,38.052743974845654,5.0,0.0,48.5,171.0,297.1416565587868,2.373524832678875,5.66671745485842,15.5,1.0,202.25,171.0,236.7351995109726,3.194905186584208,13.627090228231523,73.5,31.5,265.5
320,0.0005,2.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,451.0084880021661,6.7951646977988345,62.60482966334966,24.0,2.0,142.75,171.0,363.1380053609096,5.504836612950583,47.571478519027956,46.0,10.0,112.0,171.0,287.08815610366094,14.70459970457033,225.76858077188405,149.5,118.0,191.0
5000,0.01,1.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,396.44442194020087,4.099200314253914,25.568838607300258,4.0,1.0,73.5,171.0,460.1888793609641,14.371568816378094,218.04895470718145,137.5,61.5,187.0,171.0,184.2568477357083,2.1105505342424227,4.533666164119555,97.0,74.75,216.0
1250,0.003125,2.2,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,707.9826699415036,5.830703616165264,36.52391410140916,0.0,0.0,10.0,171.0,573.8612569145089,7.522691069772877,63.33978721491319,49.0,23.75,137.25,171.0,203.90540469173445,1.6950696896137658,2.6870656025114625,90.0,15.75,238.25
400,0.003125,1.6,"Off, Did not fire",0,EF,50,1.2,L,0,USM,171.0,555.5621097703659,7.198910991777585,61.142253151504576,40.5,5.75,100.75,171.0,344.83287392228135,7.617721978095729,79.92317143945695,73.0,14.0,223.75,171.0,262.24739333785567,3.0719974234696488,8.691002790514268,93.0,66.5,147.25
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,384.3839023359329,5.910381543283701,47.21518314917486,43.0,3.75,181.0,171.0,216.1008517451979,2.374373084282606,8.045602580632014,71.5,30.75,239.0,171.0,169.83227019621447,2.9744443929949056,16.1807282086259,188.5,29.0,246.25
320,0.00625,2.2,No Flash,0,RF,50,1.8,No,0,STM,171.0,816.4930438313605,7.308956175826049,54.54810400057604,2.0,0.0,62.0,171.0,536.8333438437854,7.464815449898165,65.35804149979629,39.5,3.75,119.75,171.0,485.3403686460668,5.10250286991016,27.973720184151972,28.0,12.0,122.5
320,0.0015625,2.8,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,547.467999921,6.428304335533577,48.96359797226943,18.0,0.0,103.25,171.0,257.91678951262554,3.2235451925487117,16.866273609692982,60.5,7.75,236.25,171.0,247.98012143113408,1.7438523906225931,2.0344459654642657,35.5,19.0,217.75
160,0.004,1.8,No Flash,0,RF,50,1.8,No,0,STM,171.0,417.7050955817992,4.903437516414116,32.045029235134564,10.5,1.0,144.75,171.0,226.57040503450577,5.226069961012503,45.72349443537898,92.5,54.75,187.0,171.0,177.1427963889585,1.0965518378874424,-0.20339541882282086,82.5,39.0,321.5
500,0.004,2.0,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,471.3809582625289,4.352232698592178,19.943102878506924,25.0,3.0,90.75,171.0,271.8602582210206,6.44589388188791,58.82336819318996,106.0,26.0,222.25,171.0,249.3916191204107,3.1076468082741564,9.411836385616224,105.0,51.75,167.25
250,0.002,1.8,No Flash,0,RF,50,1.8,No,0,STM,171.0,326.7803639296584,3.930050003475635,19.859187148429257,41.5,8.75,183.75,171.0,258.47494438533107,1.9188489866737526,4.527144428550136,25.5,2.0,269.25,171.0,118.84844603527637,2.2215020820569964,5.897879045187393,139.0,98.0,176.5
100,0.00015625,2.2,No Flash,0,RF,50,1.8,No,0,STM,171.0,486.9148571619067,4.461379022005015,23.872089589980643,2.0,0.0,45.75,171.0,183.4807125422179,2.674696771005462,14.048468584896849,146.0,23.0,229.5,171.0,173.96789394885482,0.9479303657824268,-0.15395173602097056,105.5,30.0,300.75
125,0.003125,2.2,"Off, Did not fire",0,EF,35,1.4,L,2,USM,171.0,352.27833234177206,3.326433945771099,11.44505733585517,28.5,6.0,157.75,171.0,275.2446071224648,6.572109567270261,61.14874154970137,105.0,27.0,220.0,171.0,238.03113307401617,2.391957355358841,5.383808595351901,72.0,41.0,206.5
